Date,Product Name,Units Sold,Unit Price,Total Sales,Foot Traffic,Discount Applied (%),Ad Spend (₱),Social Media Engagement,Holiday,Local Event,Category_Appetizers,Category_Cakes | Pastries,Category_Iced Coffee,Category_Pasta | Noodles,Category_Rice Meals,Category_Silog Meals,Category_Specialty Coffee,Weather_Partly Cloudy,Weather_Rainy,Weather_Stormy,Weather_Sunny
01/03/2024,Lechon Kawali,7,170,1190,0.601,10,0.412586,0.618391,0,0,0,0,0,0,0,1,0,0,0,1,0
01/03/2024,Grilled Liempo,18,170,3060,0.426,10,0.23214,0.119101,0,1,0,1,0,0,0,0,0,0,0,0,1
01/03/2024,Bangsilog,12,180,2160,0.775,0,0.677327,0.562225,0,0,1,0,0,0,0,0,0,1,0,0,0
01/03/2024,Bulaksilog,10,170,1700,0.649,5,0.354222,0.085864,0,1,0,0,0,0,0,1,0,0,0,1,0
01/03/2024,Baconsilog,1,170,170,0.45,5,0.109677,0.303066,0,0,1,0,0,0,0,0,0,0,1,0,0
01/03/2024,Spamsilog,10,170,1700,0.553,5,0.297435,0.56608,0,1,0,0,0,0,0,1,0,0,0,0,1
01/03/2024,Tapsilog,9,170,1530,0.202,10,0.968758,0.149643,0,0,0,1,0,0,0,0,0,0,0,0,1
01/03/2024,Longsilog,10,170,1700,0.777,0,0.265306,0.770772,0,1,0,0,1,0,0,0,0,0,0,1,0
01/03/2024,Tocilog,20,150,3000,0.101,5,0.148738,0.456483,0,0,0,0,0,1,0,0,0,0,1,0,0
01/03/2024,Hamsilog,5,140,700,0.481,5,0.54728,0.313245,0,1,1,0,0,0,0,0,0,0,1,0,0
01/03/2024,Creamy Chicken Alfredo,1,170,170,0.458,0,0.850222,0.002962,0,0,0,0,1,0,0,0,0,0,0,0,1
01/03/2024,Carbonara,11,170,1870,0.774,5,0.434366,0.944328,0,0,0,0,0,0,0,0,1,1,0,0,0
01/03/2024,Classic Spaghetti,10,160,1600,0.466,10,0.728797,0.72716,0,0,0,0,1,0,0,0,0,1,0,0,0
01/03/2024,Ramyeon (Mild or Spicy),12,120,1440,0.304,0,0.340899,0.007895,0,0,0,0,0,0,0,1,0,0,0,0,1
01/03/2024,Egg,5,30,150,0.962,5,0.813504,0.262069,0,1,0,0,0,0,0,1,0,1,0,0,0
01/03/2024,Kimchi,17,50,850,0.774,0,0.654056,0.300698,0,1,0,0,1,0,0,0,0,0,0,0,1
01/03/2024,Cheese,1,30,30,0.27,5,0.56128,0.144914,0,0,0,0,0,0,0,0,1,1,0,0,0
01/03/2024,V60 Pour-Over,6,150,900,0.466,5,0.674778,0.027462,0,0,0,0,0,0,0,0,1,0,1,0,0
01/03/2024,Piccolo,20,90,1800,0.856,10,0.214235,0.654733,0,1,0,1,0,0,0,0,0,0,1,0,0
01/03/2024,Cortado,10,120,1200,0.104,10,0.288846,0.836734,0,0,1,0,0,0,0,0,0,0,1,0,0
01/03/2024,Americano,12,120,1440,0.356,10,0.64884,0.642431,0,1,1,0,0,0,0,0,0,0,0,0,1
01/03/2024,Latte,12,130,1560,0.379,10,0.631742,0.467152,0,1,1,0,0,0,0,0,0,0,0,1,0
01/03/2024,Cappuccino,1,130,130,0.166,0,0.700363,0.414687,0,1,0,0,1,0,0,0,0,0,0,0,1
01/03/2024,Flat White,16,130,2080,0.383,5,0.512544,0.286881,0,0,1,0,0,0,0,0,0,0,0,1,0
01/03/2024,BLK.8 Latte,20,180,3600,0.124,5,0.525706,0.656053,0,1,0,0,0,1,0,0,0,0,0,1,0
01/03/2024,Vanilla Ice Cream Latte,8,180,1440,0.582,0,0.483016,0.511211,0,1,0,0,0,0,0,1,0,1,0,0,0
01/03/2024,Iced Latte,14,140,1960,0.913,0,0.033891,0.33702,0,0,0,0,0,0,0,0,1,0,1,0,0
01/03/2024,Caramel Macchiato,18,150,2700,0.846,5,0.3108,0.725244,0,0,0,0,0,0,1,0,0,0,0,0,1
01/03/2024,French Vanilla,10,140,1400,0.201,5,0.534069,0.542346,0,1,0,0,0,0,0,1,0,0,1,0,0
01/03/2024,Hazelnut,4,140,560,0.898,5,0.72217,0.315426,0,1,0,0,0,0,0,1,0,1,0,0,0
01/03/2024,Matcha Coffee,11,150,1650,0.861,5,0.05746,0.645748,0,1,0,0,0,0,1,0,0,0,0,0,1
01/03/2024,Mocha,19,150,2850,0.876,0,0.627466,0.927821,0,1,1,0,0,0,0,0,0,0,0,1,0
01/03/2024,Spanish Latte,4,140,560,0.47,0,0.40408,0.816077,0,1,0,0,0,0,1,0,0,0,0,1,0
01/03/2024,Strawberry Matcha,3,160,480,0.788,5,0.958583,0.272001,0,0,0,0,0,1,0,0,0,0,0,0,1
01/03/2024,Chocolate Matcha,20,160,3200,0.139,10,0.24571,0.625001,0,1,0,1,0,0,0,0,0,0,0,0,1
01/03/2024,Orange Coffee,1,150,150,0.396,0,0.381663,0.888896,0,0,1,0,0,0,0,0,0,0,0,1,0
01/03/2024,Iced Americano,3,130,390,0.961,0,0.540712,0.580176,0,0,0,0,1,0,0,0,0,0,1,0,0
02/03/2024,Blueberry Cheesecake,4,160,640,0.282,10,0.709341,0.823518,1,1,0,0,0,1,0,0,0,0,1,0,0
02/03/2024,Strawberry Cheesecake,3,160,480,0.114,5,0.689585,0.172264,1,1,0,1,0,0,0,0,0,0,0,1,0
02/03/2024,Butter Croissant,12,110,1320,0.644,10,0.915762,0.139361,0,0,1,0,0,0,0,0,0,1,0,0,0
02/03/2024,Kouign Amman Cinnamon,5,120,600,0.234,5,0.502076,0.762664,0,1,0,1,0,0,0,0,0,1,0,0,0
02/03/2024,Chocolate Croissant,11,120,1320,0.608,5,0.303958,0.89836,0,1,0,1,0,0,0,0,0,0,0,1,0
02/03/2024,Choco Moist,12,100,1200,0.76,0,0.851006,0.54877,0,1,0,0,1,0,0,0,0,1,0,0,0
02/03/2024,Cookies,11,65,715,0.153,0,0.578822,0.390914,0,1,0,0,0,1,0,0,0,1,0,0,0
02/03/2024,BLK.8 Burger,2,280,560,0.847,10,0.836265,0.94201,1,0,0,0,0,0,0,0,1,1,0,0,0
02/03/2024,French Fries,8,130,1040,0.294,5,0.505526,0.485425,0,1,0,0,0,0,0,1,0,0,1,0,0
02/03/2024,Nachos,4,170,680,0.518,0,0.229154,0.941479,0,1,0,0,0,0,0,1,0,0,0,1,0
02/03/2024,Ham & Cheese Panini,1,100,100,0.285,10,0.743441,0.023438,1,1,0,0,0,0,0,1,0,0,0,1,0
02/03/2024,Tuna Sandwich,14,100,1400,0.228,10,0.397501,0.938657,1,1,0,0,1,0,0,0,0,0,0,0,1
02/03/2024,Clubhouse,10,180,1800,0.598,5,0.438521,0.698128,1,0,0,0,1,0,0,0,0,1,0,0,0
02/03/2024,Cheesy Bacon Fries,16,180,2880,0.747,5,0.120143,0.350303,0,1,0,1,0,0,0,0,0,1,0,0,0
02/03/2024,Potato Wedges,19,180,3420,0.164,5,0.379933,0.011765,0,0,0,0,0,0,1,0,0,0,1,0,0
02/03/2024,Barkada Combo,1,300,300,0.923,0,0.644397,0.051789,0,1,0,0,0,0,1,0,0,0,1,0,0
02/03/2024,Chicken Parmesan,17,280,4760,0.704,0,0.541306,0.270078,0,1,1,0,0,0,0,0,0,0,0,0,1
02/03/2024,Buffalo Wings,1,280,280,0.153,5,0.993894,0.541696,1,1,0,0,0,0,1,0,0,0,0,0,1
02/03/2024,Lechon Kawali,9,170,1530,0.176,0,0.515873,0.546273,0,0,0,0,0,0,0,0,1,0,0,1,0
02/03/2024,Grilled Liempo,10,170,1700,0.423,5,0.420197,0.886143,0,0,0,0,0,0,0,1,0,0,0,0,1
02/03/2024,Bangsilog,11,180,1980,0.519,10,0.384329,0.985352,1,1,0,0,0,0,0,1,0,0,0,0,1
02/03/2024,Bulaksilog,16,170,2720,0.176,10,0.038753,0.713665,0,0,0,0,0,0,1,0,0,1,0,0,0
02/03/2024,Baconsilog,5,170,850,0.853,10,0.492235,0.834012,1,1,1,0,0,0,0,0,0,0,0,1,0
02/03/2024,Spamsilog,1,170,170,0.702,0,0.404403,0.305716,0,1,0,1,0,0,0,0,0,1,0,0,0
02/03/2024,Tapsilog,11,170,1870,0.685,10,0.588575,0.85567,1,0,0,0,0,0,0,0,1,0,1,0,0
02/03/2024,Longsilog,4,170,680,0.77,0,0.034716,0.962952,1,1,0,0,1,0,0,0,0,0,0,1,0
02/03/2024,Tocilog,11,150,1650,0.564,10,0.96795,0.693341,0,0,0,1,0,0,0,0,0,0,1,0,0
02/03/2024,Hamsilog,1,140,140,0.533,0,0.536732,0.65195,0,0,0,0,0,0,0,1,0,0,0,1,0
02/03/2024,Creamy Chicken Alfredo,12,170,2040,0.744,10,0.228981,0.618739,1,1,0,0,0,0,1,0,0,0,0,1,0
02/03/2024,Carbonara,11,170,1870,0.484,10,0.427015,0.404869,1,0,0,0,0,0,0,1,0,1,0,0,0
02/03/2024,Classic Spaghetti,6,160,960,0.643,10,0.188934,0.774177,1,0,0,0,0,0,1,0,0,0,0,1,0
02/03/2024,Ramyeon (Mild or Spicy),4,120,480,0.919,0,0.397316,0.612141,0,0,0,0,0,1,0,0,0,0,0,1,0
02/03/2024,Egg,12,30,360,0.703,0,0.107157,0.35178,1,1,1,0,0,0,0,0,0,0,0,1,0
02/03/2024,Kimchi,7,50,350,0.429,0,0.732827,0.107767,0,0,0,0,0,0,0,0,1,0,0,1,0
02/03/2024,Cheese,12,30,360,0.257,0,0.633572,0.537201,0,1,0,0,1,0,0,0,0,0,0,1,0
02/03/2024,V60 Pour-Over,17,150,2550,0.982,10,0.931138,0.807011,1,0,0,0,0,0,1,0,0,0,0,1,0
02/03/2024,Piccolo,3,90,270,0.115,10,0.477584,0.7083,1,1,0,0,0,0,0,0,1,0,1,0,0
02/03/2024,Cortado,14,120,1680,0.882,5,0.405505,0.209164,1,1,1,0,0,0,0,0,0,0,1,0,0
02/03/2024,Americano,6,120,720,0.573,0,0.111607,0.892426,1,0,0,0,0,0,0,0,1,0,0,1,0
02/03/2024,Latte,12,130,1560,0.985,10,0.706056,0.393965,1,1,0,0,0,1,0,0,0,0,0,0,1
02/03/2024,Cappuccino,4,130,520,0.441,10,0.374113,0.913171,1,0,0,0,0,1,0,0,0,1,0,0,0
02/03/2024,Flat White,2,130,260,0.307,10,0.715705,0.647575,0,0,0,0,0,0,1,0,0,0,0,1,0
02/03/2024,BLK.8 Latte,16,180,2880,0.628,5,0.108911,0.655929,1,1,0,0,1,0,0,0,0,0,1,0,0
02/03/2024,Vanilla Ice Cream Latte,11,180,1980,0.834,5,0.93081,0.861752,1,1,0,0,0,0,1,0,0,1,0,0,0
02/03/2024,Iced Latte,18,140,2520,0.474,5,0.176632,0.878776,0,1,0,0,1,0,0,0,0,0,0,1,0
02/03/2024,Caramel Macchiato,9,150,1350,0.675,0,0.0212,0.178261,0,0,0,0,0,0,0,0,1,0,0,0,1
02/03/2024,French Vanilla,5,140,700,0.17,5,0.897757,0.127152,1,0,0,0,0,0,0,0,1,1,0,0,0
02/03/2024,Hazelnut,12,140,1680,0.336,5,0.434107,0.265697,1,0,0,0,1,0,0,0,0,0,0,0,1
02/03/2024,Matcha Coffee,13,150,1950,0.889,10,0.741952,0.407612,0,0,0,0,1,0,0,0,0,0,0,1,0
02/03/2024,Mocha,9,150,1350,0.651,5,0.309146,0.360926,0,0,0,1,0,0,0,0,0,0,1,0,0
02/03/2024,Spanish Latte,16,140,2240,0.31,10,0.17623,0.015756,0,1,0,0,0,0,1,0,0,1,0,0,0
02/03/2024,Strawberry Matcha,17,160,2720,0.54,0,0.917939,0.860217,0,0,0,0,0,0,0,0,1,0,1,0,0
02/03/2024,Chocolate Matcha,15,160,2400,0.213,10,0.970804,0.656872,1,0,0,0,0,0,0,0,1,0,1,0,0
02/03/2024,Orange Coffee,12,150,1800,0.331,10,0.419359,0.156407,1,0,0,0,1,0,0,0,0,0,0,0,1
02/03/2024,Iced Americano,3,130,390,0.892,0,0.795734,0.218233,0,1,0,1,0,0,0,0,0,0,0,1,0
03/03/2024,Blueberry Cheesecake,5,160,800,0.392,0,0.117647,0.39185,0,0,0,0,0,1,0,0,0,1,0,0,0
03/03/2024,Strawberry Cheesecake,7,160,1120,0.632,10,0.503639,0.579758,0,1,0,0,1,0,0,0,0,1,0,0,0
03/03/2024,Butter Croissant,2,110,220,0.824,10,0.664215,0.614115,0,0,0,0,0,0,0,0,1,0,1,0,0
03/03/2024,Kouign Amman Cinnamon,20,120,2400,0.889,0,0.328153,0.140454,0,0,0,0,0,0,1,0,0,1,0,0,0
03/03/2024,Chocolate Croissant,16,120,1920,0.68,5,0.929599,0.145087,1,1,0,0,0,0,1,0,0,1,0,0,0
03/03/2024,Choco Moist,2,100,200,0.311,0,0.074773,0.384034,1,0,1,0,0,0,0,0,0,1,0,0,0
03/03/2024,Cookies,7,65,455,0.662,5,0.01121,0.092015,1,0,0,1,0,0,0,0,0,0,0,1,0
03/03/2024,BLK.8 Burger,17,280,4760,0.39,10,0.809876,0.426575,0,0,0,0,1,0,0,0,0,1,0,0,0
03/03/2024,French Fries,3,130,390,0.302,10,0.10938,0.136988,1,1,0,0,0,0,0,0,1,0,0,0,1
03/03/2024,Nachos,11,170,1870,0.545,0,0.567731,0.293706,0,1,0,0,0,0,1,0,0,1,0,0,0
03/03/2024,Ham & Cheese Panini,7,100,700,0.563,0,0.594177,0.053681,0,1,0,0,0,0,0,1,0,0,0,1,0
03/03/2024,Tuna Sandwich,18,100,1800,0.215,10,0.936221,0.522576,1,0,0,0,0,0,0,0,1,0,1,0,0
03/03/2024,Clubhouse,10,180,1800,0.834,5,0.03053,0.499777,0,0,1,0,0,0,0,0,0,0,0,0,1
03/03/2024,Cheesy Bacon Fries,15,180,2700,0.141,5,0.417117,0.201342,1,1,0,1,0,0,0,0,0,0,1,0,0
03/03/2024,Potato Wedges,12,180,2160,0.454,5,0.053755,0.615342,1,0,0,0,1,0,0,0,0,0,0,0,1
03/03/2024,Barkada Combo,7,300,2100,0.85,0,0.544643,0.213332,0,0,1,0,0,0,0,0,0,0,0,1,0
03/03/2024,Chicken Parmesan,11,280,3080,0.527,0,6.9e-05,0.95966,0,1,0,0,1,0,0,0,0,0,0,0,1
03/03/2024,Buffalo Wings,20,280,5600,0.13,0,0.638006,0.747899,0,0,1,0,0,0,0,0,0,0,1,0,0
03/03/2024,Lechon Kawali,5,170,850,0.937,0,0.363813,0.944552,0,1,0,0,1,0,0,0,0,1,0,0,0
03/03/2024,Grilled Liempo,4,170,680,0.747,0,0.022228,0.782432,0,0,0,0,0,0,0,1,0,0,0,1,0
03/03/2024,Bangsilog,9,180,1620,0.105,0,0.322113,0.596346,0,0,0,0,1,0,0,0,0,0,0,1,0
03/03/2024,Bulaksilog,4,170,680,0.373,5,0.015696,0.081681,1,1,0,0,1,0,0,0,0,0,0,0,1
03/03/2024,Baconsilog,20,170,3400,0.893,5,0.469159,0.775314,0,0,0,1,0,0,0,0,0,0,0,1,0
03/03/2024,Spamsilog,15,170,2550,0.601,0,0.992519,0.380565,1,1,0,1,0,0,0,0,0,0,0,0,1
03/03/2024,Tapsilog,17,170,2890,0.966,0,0.076302,0.329782,0,0,0,1,0,0,0,0,0,0,0,0,1
03/03/2024,Longsilog,7,170,1190,0.764,0,0.783507,0.826696,1,1,0,0,0,0,1,0,0,0,1,0,0
03/03/2024,Tocilog,20,150,3000,0.15,0,0.302015,0.136306,0,0,0,0,1,0,0,0,0,1,0,0,0
03/03/2024,Hamsilog,12,140,1680,0.182,10,0.306252,0.364507,0,1,0,0,0,0,0,0,1,0,1,0,0
03/03/2024,Creamy Chicken Alfredo,4,170,680,0.233,10,0.523206,0.413722,1,0,1,0,0,0,0,0,0,1,0,0,0
03/03/2024,Carbonara,7,170,1190,0.228,5,0.63508,0.791495,0,0,0,0,0,1,0,0,0,0,0,1,0
03/03/2024,Classic Spaghetti,1,160,160,0.392,5,0.804446,0.562316,1,0,0,0,0,0,1,0,0,1,0,0,0
03/03/2024,Ramyeon (Mild or Spicy),5,120,600,0.206,0,0.392262,0.300375,1,0,0,0,1,0,0,0,0,0,1,0,0
03/03/2024,Egg,18,30,540,0.668,0,0.391363,0.687628,1,0,0,0,0,0,1,0,0,0,1,0,0
03/03/2024,Kimchi,1,50,50,0.225,5,0.950551,0.377328,1,1,0,0,0,0,0,0,1,1,0,0,0
03/03/2024,Cheese,9,30,270,0.505,5,0.1979,0.428501,0,0,0,0,0,0,1,0,0,0,0,0,1
03/03/2024,V60 Pour-Over,14,150,2100,0.756,5,0.880681,0.23179,1,0,1,0,0,0,0,0,0,1,0,0,0
03/03/2024,Piccolo,14,90,1260,0.372,5,0.148777,0.221719,1,1,0,0,0,1,0,0,0,0,1,0,0
03/03/2024,Cortado,19,120,2280,0.836,10,0.243919,0.47126,1,1,0,0,0,0,0,0,1,0,1,0,0
03/03/2024,Americano,16,120,1920,0.65,0,0.582715,0.453712,0,0,0,0,0,0,1,0,0,0,1,0,0
03/03/2024,Latte,11,130,1430,0.545,5,0.713735,0.657284,1,1,0,1,0,0,0,0,0,0,1,0,0
03/03/2024,Cappuccino,19,130,2470,0.572,10,0.043203,0.111924,0,0,1,0,0,0,0,0,0,0,0,1,0
03/03/2024,Flat White,11,130,1430,0.286,5,0.529203,0.34293,0,1,0,1,0,0,0,0,0,1,0,0,0
03/03/2024,BLK.8 Latte,1,180,180,0.615,5,0.012461,0.89142,0,0,0,0,0,0,1,0,0,1,0,0,0
03/03/2024,Vanilla Ice Cream Latte,14,180,2520,0.395,0,0.798246,0.964571,0,1,1,0,0,0,0,0,0,0,1,0,0
03/03/2024,Iced Latte,8,140,1120,0.816,0,0.009856,0.820258,0,1,0,0,0,0,1,0,0,0,0,0,1
03/03/2024,Caramel Macchiato,15,150,2250,0.571,0,0.118062,0.639968,1,0,0,0,1,0,0,0,0,0,0,0,1
03/03/2024,French Vanilla,2,140,280,0.695,0,0.789339,0.443111,1,0,0,0,0,0,1,0,0,1,0,0,0
03/03/2024,Hazelnut,8,140,1120,0.918,10,0.97874,0.931713,0,1,0,0,0,0,0,0,1,0,1,0,0
03/03/2024,Matcha Coffee,16,150,2400,0.434,0,0.686639,0.495405,1,1,0,0,0,0,0,0,1,0,0,0,1
03/03/2024,Mocha,9,150,1350,0.441,0,0.273292,0.770375,0,0,0,0,1,0,0,0,0,1,0,0,0
03/03/2024,Spanish Latte,15,140,2100,0.888,5,0.548309,0.392288,0,1,0,0,1,0,0,0,0,1,0,0,0
03/03/2024,Strawberry Matcha,18,160,2880,0.692,0,0.89483,0.05827,0,1,0,0,0,0,0,0,1,0,0,1,0
03/03/2024,Chocolate Matcha,2,160,320,0.208,0,0.023225,0.122465,1,0,0,0,0,0,0,0,1,0,1,0,0
03/03/2024,Orange Coffee,8,150,1200,0.723,5,0.117429,0.030954,0,0,0,0,0,0,0,1,0,0,0,1,0
03/03/2024,Iced Americano,3,130,390,0.728,5,0.079632,0.017078,1,0,0,0,1,0,0,0,0,0,1,0,0
04/03/2024,Blueberry Cheesecake,12,160,1920,0.198,5,0.303584,0.269538,0,0,0,0,1,0,0,0,0,0,0,1,0
04/03/2024,Strawberry Cheesecake,20,160,3200,0.908,0,0.544132,0.384331,0,0,0,1,0,0,0,0,0,0,0,1,0
04/03/2024,Butter Croissant,12,110,1320,0.86,10,0.402638,0.818644,0,0,0,1,0,0,0,0,0,0,0,0,1
04/03/2024,Kouign Amman Cinnamon,15,120,1800,0.724,10,0.655222,0.799461,0,1,0,0,0,0,0,0,1,0,0,1,0
04/03/2024,Chocolate Croissant,11,120,1320,0.707,0,0.37868,0.47955,0,0,0,0,0,0,0,0,1,1,0,0,0
04/03/2024,Choco Moist,15,100,1500,0.832,5,0.931517,0.861191,0,1,0,0,0,0,0,1,0,0,0,0,1
04/03/2024,Cookies,10,65,650,0.754,0,0.687752,0.659875,0,0,0,0,0,0,1,0,0,1,0,0,0
04/03/2024,BLK.8 Burger,14,280,3920,0.952,0,0.890471,0.187195,0,0,0,0,0,0,1,0,0,1,0,0,0
04/03/2024,French Fries,3,130,390,0.627,0,0.115615,0.554566,0,0,0,0,0,0,1,0,0,0,0,1,0
04/03/2024,Nachos,8,170,1360,0.368,0,0.959634,0.876058,0,0,0,0,0,0,0,1,0,0,1,0,0
04/03/2024,Ham & Cheese Panini,17,100,1700,0.246,0,0.189204,0.37905,0,0,0,0,0,1,0,0,0,1,0,0,0
04/03/2024,Tuna Sandwich,7,100,700,0.935,10,0.074795,0.165432,0,0,0,0,1,0,0,0,0,0,0,1,0
04/03/2024,Clubhouse,10,180,1800,0.86,5,0.008971,0.033608,0,1,1,0,0,0,0,0,0,0,0,0,1
04/03/2024,Cheesy Bacon Fries,3,180,540,0.307,0,0.656963,0.28269,0,0,0,1,0,0,0,0,0,0,0,0,1
04/03/2024,Potato Wedges,6,180,1080,0.991,10,0.906672,0.721163,0,1,1,0,0,0,0,0,0,1,0,0,0
04/03/2024,Barkada Combo,15,300,4500,0.922,5,0.944606,0.230514,0,1,0,1,0,0,0,0,0,0,0,0,1
04/03/2024,Chicken Parmesan,5,280,1400,0.624,10,0.651483,0.418385,0,0,0,0,0,0,1,0,0,0,0,0,1
04/03/2024,Buffalo Wings,15,280,4200,0.443,5,0.903652,0.812704,0,0,0,0,0,0,0,0,1,0,0,1,0
04/03/2024,Lechon Kawali,12,170,2040,0.27,0,0.435794,0.339002,0,1,0,0,0,0,0,0,1,0,0,1,0
04/03/2024,Grilled Liempo,13,170,2210,0.468,5,0.366423,0.053186,0,0,0,0,0,0,1,0,0,1,0,0,0
04/03/2024,Bangsilog,4,180,720,0.61,0,0.086133,0.913916,0,1,1,0,0,0,0,0,0,0,1,0,0
04/03/2024,Bulaksilog,11,170,1870,0.458,10,0.122296,0.567933,0,0,0,0,0,0,1,0,0,1,0,0,0
04/03/2024,Baconsilog,10,170,1700,0.221,0,0.030464,0.999547,0,0,0,1,0,0,0,0,0,0,1,0,0
04/03/2024,Spamsilog,19,170,3230,0.486,0,0.535409,0.454087,0,0,0,1,0,0,0,0,0,0,0,1,0
04/03/2024,Tapsilog,8,170,1360,0.614,0,0.677993,0.015527,0,1,0,0,1,0,0,0,0,0,0,0,1
04/03/2024,Longsilog,7,170,1190,0.363,0,0.871906,0.384178,0,0,0,0,0,0,1,0,0,0,0,1,0
04/03/2024,Tocilog,11,150,1650,0.913,5,0.482503,0.215756,0,1,0,0,0,0,1,0,0,1,0,0,0
04/03/2024,Hamsilog,8,140,1120,0.958,0,0.042278,0.498317,0,1,1,0,0,0,0,0,0,0,1,0,0
04/03/2024,Creamy Chicken Alfredo,13,170,2210,0.805,5,0.01232,0.331464,0,0,0,1,0,0,0,0,0,1,0,0,0
04/03/2024,Carbonara,17,170,2890,0.22,10,0.276234,0.52502,0,1,0,0,0,0,0,0,1,0,0,0,1
04/03/2024,Classic Spaghetti,20,160,3200,0.284,10,0.64943,0.213631,0,0,0,1,0,0,0,0,0,0,0,1,0
04/03/2024,Ramyeon (Mild or Spicy),18,120,2160,0.26,0,0.897964,0.198294,0,1,0,0,0,0,0,1,0,0,0,1,0
04/03/2024,Egg,14,30,420,0.705,0,0.305104,0.746213,0,0,0,0,0,1,0,0,0,0,1,0,0
04/03/2024,Kimchi,19,50,950,0.728,10,0.159826,0.726985,0,1,0,0,0,0,0,1,0,0,0,1,0
04/03/2024,Cheese,11,30,330,0.666,10,0.866475,0.543583,0,1,0,0,0,1,0,0,0,0,0,0,1
04/03/2024,V60 Pour-Over,15,150,2250,0.264,0,0.460657,0.721869,0,0,0,0,1,0,0,0,0,0,0,0,1
04/03/2024,Piccolo,1,90,90,0.631,10,0.5057,0.307211,0,0,0,1,0,0,0,0,0,1,0,0,0
04/03/2024,Cortado,3,120,360,0.189,5,0.38516,0.766755,0,0,0,0,0,0,0,0,1,0,0,1,0
04/03/2024,Americano,16,120,1920,0.382,10,0.679034,0.940641,0,0,0,0,0,0,1,0,0,0,1,0,0
04/03/2024,Latte,11,130,1430,0.435,10,0.722953,0.858902,0,0,0,0,0,0,0,1,0,0,0,1,0
04/03/2024,Cappuccino,17,130,2210,0.539,10,0.455669,0.310241,0,0,0,0,0,1,0,0,0,1,0,0,0
04/03/2024,Flat White,1,130,130,0.253,0,0.648758,0.017318,0,1,0,0,0,0,0,0,1,0,0,0,1
04/03/2024,BLK.8 Latte,20,180,3600,0.714,0,0.891781,0.135751,0,1,0,0,0,1,0,0,0,0,1,0,0
04/03/2024,Vanilla Ice Cream Latte,8,180,1440,0.305,10,0.266984,0.998507,0,1,0,1,0,0,0,0,0,0,0,0,1
04/03/2024,Iced Latte,17,140,2380,0.436,0,0.708243,0.309061,0,1,0,0,1,0,0,0,0,0,0,0,1
04/03/2024,Caramel Macchiato,14,150,2100,0.395,10,0.525909,0.916097,0,1,0,0,0,0,0,1,0,1,0,0,0
04/03/2024,French Vanilla,4,140,560,0.827,5,0.406547,0.01066,0,1,0,1,0,0,0,0,0,1,0,0,0
04/03/2024,Hazelnut,6,140,840,0.773,10,0.574138,0.999065,0,0,0,1,0,0,0,0,0,0,0,1,0
